name,category,price_range,estado,texto_recomendacao_limpo
pirão da ana,brasileira,cheapest,ba,pirao da ana brasileira cheapest ba
dona lucy strogonoff marmitex,brasileira,cheap,sp,dona lucy strogonoff marmitex brasileira cheap sp
disk pizza macedo's,pizza,cheap,go,disk pizza macedo s pizza cheap go
capelinha da bahia,sorvetes,expensive,ba,capelinha da bahia sorvetes expensive ba
+ café,cafeteria,cheapest,rj,cafe cafeteria cheapest rj
arizona burguer,lanches,cheapest,se,arizona burguer lanches cheapest se
padaria monte carlo,padaria,cheapest,sp,padaria monte carlo padaria cheapest sp
bar lucato,lanches,cheapest,sp,bar lucato lanches cheapest sp
point do espetinho do rafa,carnes,cheapest,sp,point do espetinho do rafa carnes cheapest sp
sorvetaca ice cream,açaí,cheapest,ms,sorvetaca ice cream acai cheapest ms
wl batatas e doces goumert,lanches,cheapest,sp,wl batatas e doces goumert lanches cheapest sp
nonó bolos caseiros,brasileira,cheapest,pr,nono bolos caseiros brasileira cheapest pr
chef burger,lanches,cheapest,ma,chef burger lanches cheapest ma
petiscaria oss,cozinha rápida,most_expensive,es,petiscaria oss cozinha rapida most expensive es
parada do dogão,hambúrguer,cheapest,sp,parada do dogao hamburguer cheapest sp
restolanche,brasileira,cheapest,pa,restolanche brasileira cheapest pa
domburguer hamburgueria,hambúrguer,cheapest,pe,domburguer hamburgueria hamburguer cheapest pe
novo pão delivery,padaria,cheapest,am,novo pao delivery padaria cheapest am
thonny lanches,carnes,cheapest,go,thonny lanches carnes cheapest go
king dog,lanches,cheap,sp,king dog lanches cheap sp
j&i lanches,hambúrguer,cheapest,sp,j i lanches hamburguer cheapest sp
espaguete & cia-,italiana,cheapest,ap,espaguete cia italiana cheapest ap
lanches d'arlete,lanches,cheapest,ba,lanches d arlete lanches cheapest ba
we love gin,bebidas,cheapest,sp,we love gin bebidas cheapest sp
machado burger,lanches,cheapest,rs,machado burger lanches cheapest rs
pizzaria bar barbosa,pizza,cheapest,sp,pizzaria bar barbosa pizza cheapest sp
rosa´s burguer,lanches,cheapest,ms,rosa s burguer lanches cheapest ms
quim café - doces e bolos,doces & bolos,cheapest,rj,quim cafe doces e bolos doces bolos cheapest rj
panela preta,pastel,cheapest,sp,panela preta pastel cheapest sp
delivery do rafa,lanches,cheap,am,delivery do rafa lanches cheap am
fit na mão,congelados,cheapest,es,fit na mao congelados cheapest es
panleila,brasileira,cheap,pe,panleila brasileira cheap pe
xis do nelson,lanches,cheapest,rs,xis do nelson lanches cheapest rs
espetinhos king,carnes,cheapest,pr,espetinhos king carnes cheapest pr
burger 27,hambúrguer,cheapest,mg,burger 27 hamburguer cheapest mg
texas espetinhos aeroporto de guarulhos,lanches,cheapest,sp,texas espetinhos aeroporto de guarulhos lanches cheapest sp
fábrica de ações da família 4,saudável,cheapest,al,fabrica de acoes da familia 4 saudavel cheapest al
lkl burger,lanches,cheapest,ce,lkl burger lanches cheapest ce
felice massa,marmita,cheapest,al,felice massa marmita cheapest al
amor por açaí,açaí,cheapest,go,amor por acai acai cheapest go
ana cleide refeições,marmita,cheapest,pb,ana cleide refeicoes marmita cheapest pb
diego's pizzaria,pizza,moderate,sp,diego s pizzaria pizza moderate sp
protein factory,doces & bolos,cheapest,sp,protein factory doces bolos cheapest sp
bar da portuguesa,portuguesa,expensive,rj,bar da portuguesa portuguesa expensive rj
jf pastelaria & pizzaria,pastel,cheap,sp,jf pastelaria pizzaria pastel cheap sp
ptt lanches,lanches,cheapest,rj,ptt lanches lanches cheapest rj
xis in casa.com,lanches,cheapest,rs,xis in casa com lanches cheapest rs
tempero da fê,marmita,cheap,mg,tempero da fe marmita cheap mg
dona burger,lanches,cheapest,rj,dona burger lanches cheapest rj
orange café,doces & bolos,cheapest,sp,orange cafe doces bolos cheapest sp
celso lanches,lanches,cheap,sp,celso lanches lanches cheap sp
maná,brasileira,cheapest,sc,mana brasileira cheapest sc
gauderio's lanches,lanches,cheapest,sc,gauderio s lanches lanches cheapest sc
gps conveniencia - ilha,lanches,moderate,rj,gps conveniencia ilha lanches moderate rj
lanches maringá,lanches,moderate,pr,lanches maringa lanches moderate pr
pizzaria e esfiharia de napole,pizza,moderate,sp,pizzaria e esfiharia de napole pizza moderate sp
delicinha de acai,açaí,cheapest,se,delicinha de acai acai cheapest se
empório natural,saudável,cheapest,go,emporio natural saudavel cheapest go
kitutes do manú,brasileira,cheapest,pa,kitutes do manu brasileira cheapest pa
bar do renato,bebidas,cheapest,mg,bar do renato bebidas cheapest mg
mandaca lanches,lanches,cheap,pr,mandaca lanches lanches cheap pr
mega esfiha cayubi,pizza,cheap,sp,mega esfiha cayubi pizza cheap sp
bendita vegana,vegetariana,moderate,mg,bendita vegana vegetariana moderate mg
açai caiçara fruits,açaí,cheapest,sp,acai caicara fruits acai cheapest sp
boali - ribeirão preto,saudável,moderate,sp,boali ribeirao preto saudavel moderate sp
donatello pizzaria,pizza,cheap,pe,donatello pizzaria pizza cheap pe
braz burger,hambúrguer,cheapest,rj,braz burger hamburguer cheapest rj
bar savanas,brasileira,cheapest,rj,bar savanas brasileira cheapest rj
madre coxinhas,brasileira,cheapest,sp,madre coxinhas brasileira cheapest sp
manigoto burgers,lanches,moderate,sp,manigoto burgers lanches moderate sp
casa das panquecas,salgados,cheapest,sc,casa das panquecas salgados cheapest sc
maxiburguer,brasileira,expensive,rs,maxiburguer brasileira expensive rs
doceria daltro,doces & bolos,cheapest,ba,doceria daltro doces bolos cheapest ba
cortiço burguer,lanches,cheapest,rs,cortico burguer lanches cheapest rs
qitemaki nh,japonesa,cheapest,rs,qitemaki nh japonesa cheapest rs
lanches da praça,lanches,cheapest,rj,lanches da praca lanches cheapest rj
restaurante e pizzaria sabor brasil,pizza,cheap,pa,restaurante e pizzaria sabor brasil pizza cheap pa
burger do sertão,hambúrguer,cheapest,sp,burger do sertao hamburguer cheapest sp
el fuego,brasileira,cheap,sc,el fuego brasileira cheap sc
will burger,lanches,moderate,rj,will burger lanches moderate rj
vó nina pizzaria e restaurante,pizza,cheapest,mg,vo nina pizzaria e restaurante pizza cheapest mg
quentinha da diovana,marmita,cheapest,se,quentinha da diovana marmita cheapest se
tio pingo lanches,lanches,cheapest,rs,tio pingo lanches lanches cheapest rs
kênia melo confeitaria gourmet,doces & bolos,cheapest,go,kenia melo confeitaria gourmet doces bolos cheapest go
food petisco,brasileira,cheapest,rj,food petisco brasileira cheapest rj
"sushi r$0,99 & temaki",brasileira,cheapest,sp,sushi r 0 99 temaki brasileira cheapest sp
hamburgueria familly artesanal,lanches,cheapest,rj,hamburgueria familly artesanal lanches cheapest rj
nhack salgados,salgados,cheapest,sp,nhack salgados salgados cheapest sp
pastelaria estrela,pastel,cheapest,sp,pastelaria estrela pastel cheapest sp
santa fruta - alimentos congelados,açaí,cheapest,pr,santa fruta alimentos congelados acai cheapest pr
fica pizza,pizza,cheapest,am,fica pizza pizza cheapest am
nic dindin gourmet,sorvetes,cheapest,go,nic dindin gourmet sorvetes cheapest go
churrasquinho & kachurrasco do keko,carnes,cheapest,rs,churrasquinho kachurrasco do keko carnes cheapest rs
restaurante miranda,brasileira,moderate,sp,restaurante miranda brasileira moderate sp
chicken in house - osasco,brasileira,cheapest,sp,chicken in house osasco brasileira cheapest sp
corujao distribuidora,bebidas,cheapest,pr,corujao distribuidora bebidas cheapest pr
buffet andrezza motta,cozinha rápida,cheapest,mg,buffet andrezza motta cozinha rapida cheapest mg
k delícias,marmita,cheapest,rj,k delicias marmita cheapest rj
mugs moinhos,cafeteria,cheapest,rs,mugs moinhos cafeteria cheapest rs
los temperados,cozinha rápida,cheap,rj,los temperados cozinha rapida cheap rj
coxinha lovers barigui,lanches,cheapest,pr,coxinha lovers barigui lanches cheapest pr
distribuidora bar parazinho,bebidas,cheapest,go,distribuidora bar parazinho bebidas cheapest go
delícias da magda,brasileira,cheapest,mg,delicias da magda brasileira cheapest mg
burgers anápolis,lanches,moderate,go,burgers anapolis lanches moderate go
ponto certo restaurante e lanchonete,marmita,cheapest,sp,ponto certo restaurante e lanchonete marmita cheapest sp
adega planet beer,bebidas,cheapest,sp,adega planet beer bebidas cheapest sp
burgueria dois irmãos,lanches,moderate,rj,burgueria dois irmaos lanches moderate rj
031 batataria,lanches,cheapest,mg,031 batataria lanches cheapest mg
point da katy,lanches,cheapest,sp,point da katy lanches cheapest sp
frango & fritas,variada,expensive,sc,frango fritas variada expensive sc
salgabox,salgados,moderate,rj,salgabox salgados moderate rj
antonela lanches,lanches,cheapest,am,antonela lanches lanches cheapest am
sapore di casa,brasileira,cheapest,pa,sapore di casa brasileira cheapest pa
restaurante pachecos,brasileira,cheapest,sc,restaurante pachecos brasileira cheapest sc
esconderijo trailer,lanches,cheap,sp,esconderijo trailer lanches cheap sp
bom de garfo restaurante,marmita,cheapest,mg,bom de garfo restaurante marmita cheapest mg
red blend hamburgueria e restaurante,lanches,cheapest,sp,red blend hamburgueria e restaurante lanches cheapest sp
point do lanche,lanches,cheap,rs,point do lanche lanches cheap rs
bolos da tai,doces & bolos,cheapest,ma,bolos da tai doces bolos cheapest ma
raboni´s pizzaria,pizza,cheapest,pr,raboni s pizzaria pizza cheapest pr
restaurante ponto do sabor,marmita,cheapest,mg,restaurante ponto do sabor marmita cheapest mg
gulão lanches,lanches,cheapest,es,gulao lanches lanches cheapest es
comida caseira do silvio,brasileira,cheap,se,comida caseira do silvio brasileira cheap se
esfirras do chinês,lanches,cheap,ba,esfirras do chines lanches cheap ba
restaurante sabores da bahia,brasileira,cheapest,ba,restaurante sabores da bahia brasileira cheapest ba
sushi 190,pizza,cheapest,ce,sushi 190 pizza cheapest ce
pizzaria paquetá delivery,pizza,cheapest,rj,pizzaria paqueta delivery pizza cheapest rj
moça do bollo,doces & bolos,cheapest,rj,moca do bollo doces bolos cheapest rj
chicken 801,carnes,cheapest,pa,chicken 801 carnes cheapest pa
i.love.burger,lanches,cheapest,rs,i love burger lanches cheapest rs
🍔 savana burger gourmet 🍔,lanches,cheapest,ms,savana burger gourmet lanches cheapest ms
sushi temaki sobradinho,japonesa,moderate,df,sushi temaki sobradinho japonesa moderate df
rotisserie e restaurante miami,italiana,moderate,sp,rotisserie e restaurante miami italiana moderate sp
city burger,lanches,moderate,sp,city burger lanches moderate sp
grelharte,brasileira,moderate,pr,grelharte brasileira moderate pr
ultra coffee up,cafeteria,cheapest,pr,ultra coffee up cafeteria cheapest pr
boca roxa,açaí,cheapest,rj,boca roxa acai cheapest rj
batata cheff's,lanches,cheapest,mg,batata cheff s lanches cheapest mg
caseirinha marmitaria,marmita,cheapest,pr,caseirinha marmitaria marmita cheapest pr
da hora lanches,lanches,cheapest,ba,da hora lanches lanches cheapest ba
spadini rotisseria,carnes,expensive,sp,spadini rotisseria carnes expensive sp
oba oba pizzas méier express,cozinha rápida,cheapest,rj,oba oba pizzas meier express cozinha rapida cheapest rj
dogão da famila santos,lanches,cheapest,sp,dogao da famila santos lanches cheapest sp
chele's lanches & açaí,lanches,cheap,sp,chele s lanches acai lanches cheap sp
rota do salgado,salgados,cheapest,rn,rota do salgado salgados cheapest rn
nobre & torres refeição,brasileira,cheapest,sp,nobre torres refeicao brasileira cheapest sp
vale das bebidas,bebidas,cheapest,sp,vale das bebidas bebidas cheapest sp
kilomania restaurante,brasileira,cheapest,sp,kilomania restaurante brasileira cheapest sp
rango burguer,lanches,cheap,sp,rango burguer lanches cheap sp
la paletenha - paleteria artesanal,lanches,cheapest,sp,la paletenha paleteria artesanal lanches cheapest sp
rei da esfiha,árabe,cheapest,ms,rei da esfiha arabe cheapest ms
cantinho da cissa,doces & bolos,cheapest,rj,cantinho da cissa doces bolos cheapest rj
hamburguito,lanches,cheapest,pr,hamburguito lanches cheapest pr
brufelike,brasileira,cheapest,rj,brufelike brasileira cheapest rj
refúgio bar e restaurante,brasileira,cheapest,sp,refugio bar e restaurante brasileira cheapest sp
restaurante e lanchonete deus é fiel,lanches,cheapest,am,restaurante e lanchonete deus e fiel lanches cheapest am
pobr's,lanches,cheapest,rj,pobr s lanches cheapest rj
arthur delivery,brasileira,cheapest,sp,arthur delivery brasileira cheapest sp
ossos burger,lanches,cheapest,rj,ossos burger lanches cheapest rj
parobadom hambúrgueria,lanches,cheapest,go,parobadom hamburgueria lanches cheapest go
budega do sapo,brasileira,moderate,pi,budega do sapo brasileira moderate pi
good grill restaurante,carnes,cheapest,rj,good grill restaurante carnes cheapest rj
cantinho do pastel,lanches,cheap,ac,cantinho do pastel lanches cheap ac
la vitta forneria,pizza,most_expensive,sp,la vitta forneria pizza most expensive sp
food & friends burger,lanches,cheapest,sp,food friends burger lanches cheapest sp
041 cupcakes,doces & bolos,cheapest,sp,041 cupcakes doces bolos cheapest sp
cucina delicoli,italiana,cheapest,sp,cucina delicoli italiana cheapest sp
pastelão pastelalia,pastel,cheapest,mg,pastelao pastelalia pastel cheapest mg
doces da naty,doces & bolos,cheapest,mg,doces da naty doces bolos cheapest mg
delicias do escadao,argentina,cheapest,rj,delicias do escadao argentina cheapest rj
seu coxinha no copo jd.guarujá,salgados,cheapest,sp,seu coxinha no copo jd guaruja salgados cheapest sp
gostosao burguer,lanches,cheapest,rj,gostosao burguer lanches cheapest rj
petiscos gaúcho,lanches,cheapest,sc,petiscos gaucho lanches cheapest sc
drica douces,doces & bolos,cheapest,sp,drica douces doces bolos cheapest sp
tropzz sorveteria,açaí,cheapest,mg,tropzz sorveteria acai cheapest mg
pedra lagosta,frutos do mar,cheapest,pr,pedra lagosta frutos do mar cheapest pr
trailer do toinzin,lanches,cheapest,mg,trailer do toinzin lanches cheapest mg
ponto dos salgados,lanches,cheapest,pr,ponto dos salgados lanches cheapest pr
baobá restaurante & delivery pizzaria,pizza,cheapest,pr,baoba restaurante delivery pizzaria pizza cheapest pr
maximos burguer,lanches,cheapest,rj,maximos burguer lanches cheapest rj
lu churros gourmet,doces & bolos,cheapest,sp,lu churros gourmet doces bolos cheapest sp
donna,brasileira,moderate,rj,donna brasileira moderate rj
smoke box bbq,lanches,cheapest,sp,smoke box bbq lanches cheapest sp
ms doces delivery,doces & bolos,cheapest,sp,ms doces delivery doces bolos cheapest sp
paió,brasileira,cheapest,sc,paio brasileira cheapest sc
mega galeto,brasileira,cheapest,se,mega galeto brasileira cheapest se
romano's prensado,lanches,cheapest,rj,romano s prensado lanches cheapest rj
crepaldi’s food laches e açaí,lanches,cheapest,sp,crepaldis food laches e acai lanches cheapest sp
deleite gelateria,açaí,cheapest,rj,deleite gelateria acai cheapest rj
mister maker lanches e porções,lanches,cheapest,sp,mister maker lanches e porcoes lanches cheapest sp
açaí santana e hambúrgueria,açaí,cheapest,mg,acai santana e hamburgueria acai cheapest mg
top meat carnes especiais,carnes,moderate,sp,top meat carnes especiais carnes moderate sp
puerto escondido mexicano - são josé,mexicana,expensive,sc,puerto escondido mexicano sao jose mexicana expensive sc
rafão dog's,lanches,cheap,pr,rafao dog s lanches cheap pr
hashtag batata - madureira,lanches,moderate,rj,hashtag batata madureira lanches moderate rj
iza lanches,lanches,cheapest,mg,iza lanches lanches cheapest mg
allan salgados,salgados,cheapest,rj,allan salgados salgados cheapest rj
habib's congelados - francisco morato,mercado,cheapest,sp,habib s congelados francisco morato mercado cheapest sp
delicia.com,lanches,cheapest,sp,delicia com lanches cheapest sp
pizzaria litoranea,pizza,cheapest,pb,pizzaria litoranea pizza cheapest pb
coxinha de jaca & cia,árabe,cheapest,sp,coxinha de jaca cia arabe cheapest sp
delivery burguer,lanches,cheapest,ap,delivery burguer lanches cheapest ap
lucao ii,brasileira,cheap,rs,lucao ii brasileira cheap rs
ponto fit & burguer,marmita,cheapest,sp,ponto fit burguer marmita cheapest sp
salgados m&r,salgados,cheapest,ms,salgados m r salgados cheapest ms
churrascola delivery,carnes,cheapest,rj,churrascola delivery carnes cheapest rj
sopa_sualinda,saudável,cheapest,rs,sopa sualinda saudavel cheapest rs
mr grill,lanches,cheap,rj,mr grill lanches cheap rj
burguer hour - lanchonete,lanches,cheapest,sp,burguer hour lanchonete lanches cheapest sp
tapiocaria d&d,brasileira,cheapest,sp,tapiocaria d d brasileira cheapest sp
