name,category,price_range,estado,texto_recomendacao_limpo
mcplanes,lanches,cheapest,sp,mcplanes lanches cheapest sp
cisper lanches,lanches,cheapest,sp,cisper lanches lanches cheapest sp
dona mabel doces,doces & bolos,cheapest,sp,dona mabel doces doces bolos cheapest sp
adega summer,conveniência,cheapest,sp,adega summer conveniencia cheapest sp
guloseimas,açaí,cheapest,sp,guloseimas acai cheapest sp
fast & bro`s,lanches,cheapest,sp,fast bro s lanches cheapest sp
le fritas,lanches,cheapest,sp,le fritas lanches cheapest sp
marquês salgados & doces,salgados,cheapest,sp,marques salgados doces salgados cheapest sp
frasneli massas,marmita,cheapest,sp,frasneli massas marmita cheapest sp
sabores de casa,brasileira,cheapest,sp,sabores de casa brasileira cheapest sp
s e s delícias caseiras,doces & bolos,cheapest,sp,s e s delicias caseiras doces bolos cheapest sp
king beer,bebidas,cheapest,sp,king beer bebidas cheapest sp
lia brigadeiros gourmet,doces & bolos,cheapest,sp,lia brigadeiros gourmet doces bolos cheapest sp
day burguer,hambúrguer,cheapest,sp,day burguer hamburguer cheapest sp
acelio bar e mercearia,marmita,cheapest,sp,acelio bar e mercearia marmita cheapest sp
vikings pastelaria,pastel,cheapest,sp,vikings pastelaria pastel cheapest sp
de mãe pra filho marmitaria,marmita,cheapest,sp,de mae pra filho marmitaria marmita cheapest sp
lh refeicoes,marmita,cheapest,sp,lh refeicoes marmita cheapest sp
topa burguer,lanches,cheapest,sp,topa burguer lanches cheapest sp
feijoada caseira da francisca,brasileira,cheapest,sp,feijoada caseira da francisca brasileira cheapest sp
toque caseiro,brasileira,cheapest,sp,toque caseiro brasileira cheapest sp
delicius gelado,doces & bolos,cheapest,sp,delicius gelado doces bolos cheapest sp
empório da marta,mineira,cheapest,sp,emporio da marta mineira cheapest sp
tanque burger,hambúrguer,cheapest,sp,tanque burger hamburguer cheapest sp
bons drink,bebidas,cheapest,sp,bons drink bebidas cheapest sp
delicart brigaderia,doces & bolos,cheapest,sp,delicart brigaderia doces bolos cheapest sp
divino yakissoba,chinesa,cheapest,sp,divino yakissoba chinesa cheapest sp
ale lanchonete e restaurante,brasileira,cheapest,sp,ale lanchonete e restaurante brasileira cheapest sp
cah mimos,presentes,cheapest,sp,cah mimos presentes cheapest sp
fred's doçaria,doces & bolos,cheapest,sp,fred s docaria doces bolos cheapest sp
casa das batatas e lanches,lanches,cheapest,sp,casa das batatas e lanches lanches cheapest sp
bbq espetos - shopping maia,lanches,cheapest,sp,bbq espetos shopping maia lanches cheapest sp
oalli,lanches,cheapest,sp,oalli lanches cheapest sp
coxinha do zeca - guarulhos,salgados,cheapest,sp,coxinha do zeca guarulhos salgados cheapest sp
sottile burgher,variada,cheapest,sp,sottile burgher variada cheapest sp
frango frito souza,lanches,cheapest,sp,frango frito souza lanches cheapest sp
pedaço do céu,salgados,cheapest,sp,pedaco do ceu salgados cheapest sp
restaurante sabores do brasil,brasileira,cheapest,sp,restaurante sabores do brasil brasileira cheapest sp
mariah alimentos,congelados,cheapest,sp,mariah alimentos congelados cheapest sp
2fs burguer,lanches,cheapest,sp,2fs burguer lanches cheapest sp
web food,lanches,cheapest,sp,web food lanches cheapest sp
camis cake oficial doceria,doces & bolos,cheapest,sp,camis cake oficial doceria doces bolos cheapest sp
texas espetinhos aeroporto de guarulhos,lanches,cheapest,sp,texas espetinhos aeroporto de guarulhos lanches cheapest sp
doces da giu,doces & bolos,cheapest,sp,doces da giu doces bolos cheapest sp
salgados do kindé,salgados,cheapest,sp,salgados do kinde salgados cheapest sp
doce frida,doces & bolos,cheapest,sp,doce frida doces bolos cheapest sp
invictus grill,pizza,cheapest,sp,invictus grill pizza cheapest sp
jebs dog,lanches,cheapest,sp,jebs dog lanches cheapest sp
sabor do sul,brasileira,cheapest,sp,sabor do sul brasileira cheapest sp
comida de rancho,marmita,cheapest,sp,comida de rancho marmita cheapest sp
start hookah,conveniência,cheapest,sp,start hookah conveniencia cheapest sp
esquina do açaí,açaí,cheapest,sp,esquina do acai acai cheapest sp
mega batata,brasileira,cheapest,sp,mega batata brasileira cheapest sp
larikas point,marmita,cheapest,sp,larikas point marmita cheapest sp
pepita massas,italiana,cheapest,sp,pepita massas italiana cheapest sp
baff's guarulhos,salgados,cheapest,sp,baff s guarulhos salgados cheapest sp
restaurante back,brasileira,cheapest,sp,restaurante back brasileira cheapest sp
suricatos bar e restaurante,brasileira,cheapest,sp,suricatos bar e restaurante brasileira cheapest sp
point duzé,pastel,cheapest,sp,point duze pastel cheapest sp
casa do norte caruaru,brasileira,cheapest,sp,casa do norte caruaru brasileira cheapest sp
dogão do urso,lanches,cheapest,sp,dogao do urso lanches cheapest sp
pizzaria bella parma,pizza,cheapest,sp,pizzaria bella parma pizza cheapest sp
cozinha brasileira,brasileira,cheapest,sp,cozinha brasileira brasileira cheapest sp
opalao burguer,lanches,cheapest,sp,opalao burguer lanches cheapest sp
burger and chill,lanches,cheapest,sp,burger and chill lanches cheapest sp
é nóiz burguer,lanches,cheapest,sp,e noiz burguer lanches cheapest sp
@nessacasatemgoteira,bebidas,cheapest,sp,nessacasatemgoteira bebidas cheapest sp
delícias da drika,doces & bolos,cheapest,sp,delicias da drika doces bolos cheapest sp
nutri store alimentação saudável,marmita,cheapest,sp,nutri store alimentacao saudavel marmita cheapest sp
dori restaurante,marmita,cheapest,sp,dori restaurante marmita cheapest sp
ah batataria restaurante e fast food,brasileira,cheapest,sp,ah batataria restaurante e fast food brasileira cheapest sp
mf hamburgueria,lanches,cheapest,sp,mf hamburgueria lanches cheapest sp
flor do dia - massas frescas,italiana,cheapest,sp,flor do dia massas frescas italiana cheapest sp
expresso beirutes e salgados,salgados,cheapest,sp,expresso beirutes e salgados salgados cheapest sp
ohana adega & petiscaria,brasileira,cheapest,sp,ohana adega petiscaria brasileira cheapest sp
burgue da cris master,lanches,cheapest,sp,burgue da cris master lanches cheapest sp
vivi´s cake,doces & bolos,cheapest,sp,vivi s cake doces bolos cheapest sp
batatas ninno,brasileira,cheapest,sp,batatas ninno brasileira cheapest sp
q-farra restaurante e buffet,brasileira,cheapest,sp,q farra restaurante e buffet brasileira cheapest sp
iwaki soba,chinesa,cheapest,sp,iwaki soba chinesa cheapest sp
junior’s espetos bar,carnes,cheapest,sp,juniors espetos bar carnes cheapest sp
cozinha da lele,doces & bolos,cheapest,sp,cozinha da lele doces bolos cheapest sp
refeições negreth,marmita,cheapest,sp,refeicoes negreth marmita cheapest sp
crepes burger,lanches,cheapest,sp,crepes burger lanches cheapest sp
o lanchão do alemão,lanches,cheapest,sp,o lanchao do alemao lanches cheapest sp
souice - centro,sorvetes,cheapest,sp,souice centro sorvetes cheapest sp
saladafit,brasileira,cheapest,sp,saladafit brasileira cheapest sp
edchurrasco,marmita,cheapest,sp,edchurrasco marmita cheapest sp
adega vai e volta,conveniência,cheapest,sp,adega vai e volta conveniencia cheapest sp
docemaria,doces & bolos,cheapest,sp,docemaria doces bolos cheapest sp
life bolos e lanches,doces & bolos,cheapest,sp,life bolos e lanches doces bolos cheapest sp
casa do panettone,doces & bolos,cheapest,sp,casa do panettone doces bolos cheapest sp
delícias da santa,açaí,cheapest,sp,delicias da santa acai cheapest sp
quero mais oficial,doces & bolos,cheapest,sp,quero mais oficial doces bolos cheapest sp
brasa & cia,marmita,cheapest,sp,brasa cia marmita cheapest sp
adega enoch johnson,bebidas,cheapest,sp,adega enoch johnson bebidas cheapest sp
doce de moça,açaí,cheapest,sp,doce de moca acai cheapest sp
grand açaí,açaí,cheapest,sp,grand acai acai cheapest sp
salgados ângela,salgados,cheapest,sp,salgados angela salgados cheapest sp
rodrimelli restaurante,brasileira,cheapest,sp,rodrimelli restaurante brasileira cheapest sp
heaven delicatéssen,açaí,cheapest,sp,heaven delicatessen acai cheapest sp
rei do espetinho,lanches,cheapest,sp,rei do espetinho lanches cheapest sp
star cakes,doces & bolos,cheapest,sp,star cakes doces bolos cheapest sp
restaurante marmitex da vera,brasileira,cheapest,sp,restaurante marmitex da vera brasileira cheapest sp
lanchonete do pereira,brasileira,cheapest,sp,lanchonete do pereira brasileira cheapest sp
delícias da eliane,brasileira,cheapest,sp,delicias da eliane brasileira cheapest sp
casa da comida,brasileira,cheapest,sp,casa da comida brasileira cheapest sp
restaurante da loira,brasileira,cheapest,sp,restaurante da loira brasileira cheapest sp
all day burgers,lanches,cheapest,sp,all day burgers lanches cheapest sp
jekas burgers,lanches,cheapest,sp,jekas burgers lanches cheapest sp
grande urso cookies,doces & bolos,cheapest,sp,grande urso cookies doces bolos cheapest sp
adega dos drake,bebidas,cheapest,sp,adega dos drake bebidas cheapest sp
doceria saborear,doces & bolos,cheapest,sp,doceria saborear doces bolos cheapest sp
bar do nego,marmita,cheapest,sp,bar do nego marmita cheapest sp
divino sabor,doces & bolos,cheapest,sp,divino sabor doces bolos cheapest sp
churrasco do claudião,brasileira,cheapest,sp,churrasco do claudiao brasileira cheapest sp
rosere,salgados,cheapest,sp,rosere salgados cheapest sp
açai clave de sol,brasileira,cheapest,sp,acai clave de sol brasileira cheapest sp
food house,brasileira,cheapest,sp,food house brasileira cheapest sp
thata doces e salgados,variada,cheapest,sp,thata doces e salgados variada cheapest sp
italia massas gourmet,brasileira,cheapest,sp,italia massas gourmet brasileira cheapest sp
rita cakes,doces & bolos,cheapest,sp,rita cakes doces bolos cheapest sp
dimmys poke,japonesa,cheapest,sp,dimmys poke japonesa cheapest sp
barca dahora,lanches,cheapest,sp,barca dahora lanches cheapest sp
nossa casa restaurante,marmita,cheapest,sp,nossa casa restaurante marmita cheapest sp
sweetlow,doces & bolos,cheapest,sp,sweetlow doces bolos cheapest sp
viva maria lanchonete,marmita,cheapest,sp,viva maria lanchonete marmita cheapest sp
kelly chocolates,doces & bolos,cheapest,sp,kelly chocolates doces bolos cheapest sp
burger burger,lanches,cheapest,sp,burger burger lanches cheapest sp
ateliê doce encanto,doces & bolos,cheapest,sp,atelie doce encanto doces bolos cheapest sp
atelier laiz soares,doces & bolos,cheapest,sp,atelier laiz soares doces bolos cheapest sp
suspilate,doces & bolos,cheapest,sp,suspilate doces bolos cheapest sp
caipirinha de 10 - intense bar,bebidas,cheapest,sp,caipirinha de 10 intense bar bebidas cheapest sp
colônia sushi,japonesa,cheapest,sp,colonia sushi japonesa cheapest sp
3 r's delivery,lanches,cheapest,sp,3 r s delivery lanches cheapest sp
batatas em 3 2 1 hentool,salgados,cheapest,sp,batatas em 3 2 1 hentool salgados cheapest sp
pimenta's house,lanches,cheapest,sp,pimenta s house lanches cheapest sp
master cake,doces & bolos,cheapest,sp,master cake doces bolos cheapest sp
hamburgueria e batata recheada delivery,lanches,cheapest,sp,hamburgueria e batata recheada delivery lanches cheapest sp
buenos cookies & cia,doces & bolos,cheapest,sp,buenos cookies cia doces bolos cheapest sp
chama burguer,lanches,cheapest,sp,chama burguer lanches cheapest sp
já refeição,marmita,cheapest,sp,ja refeicao marmita cheapest sp
caramellana,doces & bolos,cheapest,sp,caramellana doces bolos cheapest sp
carlitoz hot dog lanches,lanches,cheapest,sp,carlitoz hot dog lanches lanches cheapest sp
l&a lanches,lanches,cheapest,sp,l a lanches lanches cheapest sp
pizzaria do tião,pizza,cheapest,sp,pizzaria do tiao pizza cheapest sp
food rock delivery,lanches,cheapest,sp,food rock delivery lanches cheapest sp
xus burger,lanches,cheapest,sp,xus burger lanches cheapest sp
fritas do lar.,salgados,cheapest,sp,fritas do lar salgados cheapest sp
geladinhos da kel,sorvetes,cheapest,sp,geladinhos da kel sorvetes cheapest sp
doces suspiros bolos e doces,doces & bolos,cheapest,sp,doces suspiros bolos e doces doces bolos cheapest sp
dagí doces gourmet,doces & bolos,cheapest,sp,dagi doces gourmet doces bolos cheapest sp
delícias de frango,brasileira,cheapest,sp,delicias de frango brasileira cheapest sp
delícias da tatá,lanches,cheapest,sp,delicias da tata lanches cheapest sp
doce vida,doces & bolos,cheapest,sp,doce vida doces bolos cheapest sp
iza açaí,açaí,cheapest,sp,iza acai acai cheapest sp
vivi's batatas recheadas é massas,brasileira,cheapest,sp,vivi s batatas recheadas e massas brasileira cheapest sp
monarca acai,açaí,cheapest,sp,monarca acai acai cheapest sp
salgados dahora,salgados,cheapest,sp,salgados dahora salgados cheapest sp
doce princesa,doces & bolos,cheapest,sp,doce princesa doces bolos cheapest sp
pop dog,lanches,cheapest,sp,pop dog lanches cheapest sp
restaurante maria izabel,brasileira,cheapest,sp,restaurante maria izabel brasileira cheapest sp
doce presenca lanza,doces & bolos,cheapest,sp,doce presenca lanza doces bolos cheapest sp
black burger,lanches,cheapest,sp,black burger lanches cheapest sp
famiglia cortesi pasta,italiana,cheapest,sp,famiglia cortesi pasta italiana cheapest sp
dom prato,brasileira,cheapest,sp,dom prato brasileira cheapest sp
ideia doces,doces & bolos,cheapest,sp,ideia doces doces bolos cheapest sp
espetos já,carnes,cheapest,sp,espetos ja carnes cheapest sp
hog's burger,lanches,cheapest,sp,hog s burger lanches cheapest sp
tatysorvetes,sorvetes,cheapest,sp,tatysorvetes sorvetes cheapest sp
family gourmet massas artesanais,italiana,cheapest,sp,family gourmet massas artesanais italiana cheapest sp
xis gaúcho,lanches,cheapest,sp,xis gaucho lanches cheapest sp
mc tudo,lanches,cheapest,sp,mc tudo lanches cheapest sp
a casa do pao caseiro,padaria,cheapest,sp,a casa do pao caseiro padaria cheapest sp
all night adega e tabacaria,bebidas,cheapest,sp,all night adega e tabacaria bebidas cheapest sp
cantinho da steph,lanches,cheapest,sp,cantinho da steph lanches cheapest sp
garage bistrot,brasileira,cheapest,sp,garage bistrot brasileira cheapest sp
carinho no potinho,doces & bolos,cheapest,sp,carinho no potinho doces bolos cheapest sp
temperos de fabi,marmita,cheapest,sp,temperos de fabi marmita cheapest sp
cantinho da marmita,brasileira,cheapest,sp,cantinho da marmita brasileira cheapest sp
adega do escadão,bebidas,cheapest,sp,adega do escadao bebidas cheapest sp
arte e sabor,marmita,cheapest,sp,arte e sabor marmita cheapest sp
happy adega,conveniência,cheapest,sp,happy adega conveniencia cheapest sp
looucamente doce,doces & bolos,cheapest,sp,looucamente doce doces bolos cheapest sp
senhora batata e cia,lanches,cheapest,sp,senhora batata e cia lanches cheapest sp
cantinho da leca,lanches,cheapest,sp,cantinho da leca lanches cheapest sp
pizzaria da vovo sil,pizza,cheapest,sp,pizzaria da vovo sil pizza cheapest sp
delicias da liah,brasileira,cheapest,sp,delicias da liah brasileira cheapest sp
bergamo burger,lanches,cheapest,sp,bergamo burger lanches cheapest sp
m.a.d burguer delivery,lanches,cheapest,sp,m a d burguer delivery lanches cheapest sp
sant'anna restaurante e pizzaria,brasileira,cheapest,sp,sant anna restaurante e pizzaria brasileira cheapest sp
pf chique,marmita,cheapest,sp,pf chique marmita cheapest sp
restaurante e lanchonete malu,brasileira,cheapest,sp,restaurante e lanchonete malu brasileira cheapest sp
tatas batatas,lanches,cheapest,sp,tatas batatas lanches cheapest sp
espetaria cardoso,brasileira,cheapest,sp,espetaria cardoso brasileira cheapest sp
casa da marmitex,marmita,cheapest,sp,casa da marmitex marmita cheapest sp
pizzaria la vitta,pizza,cheapest,sp,pizzaria la vitta pizza cheapest sp
churrascaria guarulhos - bosque maia 🌟,lanches,cheapest,sp,churrascaria guarulhos bosque maia lanches cheapest sp
açai tropical da ilha,açaí,cheapest,sp,acai tropical da ilha acai cheapest sp
pastelzin doces,doces & bolos,cheapest,sp,pastelzin doces doces bolos cheapest sp
rosa goumert,doces & bolos,cheapest,sp,rosa goumert doces bolos cheapest sp
cheff pizzaria e esfiharia,pizza,cheapest,sp,cheff pizzaria e esfiharia pizza cheapest sp
beach batata,lanches,cheapest,sp,beach batata lanches cheapest sp
tanto faz massas artesanais,italiana,cheapest,sp,tanto faz massas artesanais italiana cheapest sp
carol’s candy,doces & bolos,cheapest,sp,carols candy doces bolos cheapest sp
bella bolos,doces & bolos,cheapest,sp,bella bolos doces bolos cheapest sp
blaid burguer artesanal e marmitex,marmita,cheapest,sp,blaid burguer artesanal e marmitex marmita cheapest sp
lanchonete altas horas,lanches,cheapest,sp,lanchonete altas horas lanches cheapest sp
ateliê minas gourmet,doces & bolos,cheapest,sp,atelie minas gourmet doces bolos cheapest sp
bibi doces,doces & bolos,cheapest,sp,bibi doces doces bolos cheapest sp
amora doces,doces & bolos,cheapest,sp,amora doces doces bolos cheapest sp
maq 10,hambúrguer,cheapest,sp,maq 10 hamburguer cheapest sp
panificadora essência do trigo,padaria,cheapest,sp,panificadora essencia do trigo padaria cheapest sp
valen frutaria,conveniência,cheapest,sp,valen frutaria conveniencia cheapest sp
